u,v,snow
615028328,5342978418,0
615030570,5230243171,0
615035051,4503982628,1
615035051,4503982628,1
615035107,615035109,0
615035107,1734380596,0
615035109,5342978418,1
615101580,797776012,0
615101580,797776012,0
615101580,797776012,0
615101597,10222727839,0
615101597,10222727839,0
615101597,10222727838,0
615101635,8567460062,0
615101635,8567460062,0
615101635,8567460063,1
615101635,8567460063,0
615101635,1063436042,1
615101635,1063436042,0
618066319,10992398295,0
618066319,10992398303,1
797776010,10222727838,0
797776010,797776012,0
797776010,1429448537,0
998513328,1700518214,0
998513328,1700518214,0
998513328,1764284111,0
1063436042,1063436042,1
1241292882,4518898500,0
1241292882,4513612526,0
1387494164,10863375762,0
1387494164,10863375762,0
1411570220,1691949953,0
1411570220,1691949953,1
1411570220,1411570408,1
1411570220,1411570408,0
1411570220,1411570418,1
1411570220,1411570418,1
1411570408,4518898500,1
1429448537,1700518221,0
1691949953,1691955325,1
1691949953,1691955325,0
1699714855,1764284091,0
1699714855,1764284091,1
1699718519,1764284089,0
1699718519,1764284089,0
1699728628,1764284092,0
1699728628,1764284092,0
1699728632,1764284086,0
1699728632,1764284086,0
1700457622,10992292143,0
1700457622,1764284075,0
1700483901,5661984741,0
1700483901,10992292101,1
1700483901,10992292021,1
1700483901,10992292021,1
1700483924,10863417733,0
1700483924,1700483927,0
1700483924,10992292056,1
1700483927,1700483929,1
1700483927,1700534176,0
1700483927,4407950860,0
1700483929,1700518168,1
1700483931,1700483932,0
1700483931,1700534176,0
1700483931,1700518171,1
1700483932,1700518168,0
1700483932,1700483934,0
1700483932,9156187218,0
1700518167,12169100480,0
1700518167,12169100480,0
1700518167,10992252902,0
1700518168,1700534176,0
1700518171,1700534177,0
1700518171,9156187218,0
1700518180,1700518181,0
1700518180,1700518186,1
1700518180,1700525571,0
1700518181,1700534178,0
1700518181,1700534178,1
1700518181,1700518182,0
1700518182,4333603971,1
1700518190,1700518191,0
1700518190,1700534183,1
1700518191,10863546327,0
1700518191,10863375762,0
1700518191,10863375762,1
1700518191,10862932274,0
1700518191,10862932274,0
1700518193,1700518194,0
1700518193,1700525594,0
1700518194,1700525610,0
1700518195,1700518196,0
1700518196,1700518198,0
1700518196,1700518198,0
1700518198,1700518199,0
1700518199,1700518202,0
1700518199,1700518202,1
1700518202,1700518203,0
1700518203,1700518204,0
1700518203,1700518204,0
1700518204,1700518205,0
1700518205,1700518206,1
1700518205,1700518206,1
1700518205,1700525640,1
1700518206,1700525647,1
1700518211,1700534185,1
1700518214,1700518216,0
1700518216,1700518222,0
1700518221,1700518222,0
1700518222,1700518223,0
1700518222,1700518226,0
1700518223,1700518225,0
1700518223,1700518227,0
1700518225,1700518228,0
1700518226,1700518227,0
1700518226,11206081966,0
1700518226,11206081966,0
1700518227,1700518228,1
1700518228,1700525677,0
1700525571,1700534177,1
1700525571,1700534178,0
1700525573,1700525576,0
1700525576,1700525578,0
1700525578,1700525580,0
1700525580,1700525582,1
1700525580,1700534183,0
1700525582,1700525592,0
1700525582,5342975583,1
1700525584,1700525592,0
1700525584,1700525594,0
1700525592,10979811030,0
1700525592,1700525593,0
1700525593,6732332589,1
1700525593,6732332589,1
1700525594,1700525610,0
1700525610,1700525613,1
1700525615,1700525620,0
1700525617,1700525620,0
1700525640,1700525647,0
1700525645,1700525649,0
1700525647,1700525650,1
1700525649,1700525656,0
1700525650,1764284111,1
1700525656,1734380596,0
1700534172,1700534173,0
1700534172,1700534173,0
1700534173,1700534174,0
1700534173,1764284088,0
1700534173,1764284090,0
1700534173,1764284090,1
1700534174,1764284091,1
1700534177,9156187218,0
1700534185,1700534187,0
1700534185,1700534187,1
1700534185,1764284111,0
1734380596,8640521372,0
1734380596,8640521401,0
1764259778,11642448017,1
1764259778,10998451656,0
1764284075,1764284076,0
1764284075,1764284076,0
1764284075,10992292146,0
1764284075,10992292146,1
1764284075,1764284078,1
1764284076,5037962584,1
1764284076,5037962584,0
1764284076,1764284080,0
1764284078,1764284080,1
1764284078,10992292104,0
1764284078,1764284081,0
1764284080,1764284084,1
1764284080,1764284084,0
1764284081,10992292101,0
1764284081,1764284084,0
1764284081,1764284085,1
1764284082,1764284084,0
1764284082,1764284084,0
1764284084,1764284088,0
1764284085,5661984741,0
1764284085,1764284088,0
1764284085,1764284089,1
1764284086,10992292021,0
1764284086,1764284089,1
1764284086,5661984741,0
1764284086,5661984741,0
1764284088,1764284091,0
1764284089,1764284091,0
1764284089,1764284091,1
1764284090,1764284092,0
1764298494,10863546327,1
1764298498,5342978418,0
3713199524,11642448017,0
4304495144,4304495146,1
4333592488,4333593189,0
4333592488,5230243173,0
4333592488,5230243173,0
4333593189,4854018638,0
4333593189,4854018638,0
4333603970,4333603971,0
4333603970,4333603971,0
4333603970,10984169765,0
4407950860,10992374495,0
4407950860,10992292056,1
4520455491,10863375784,0
4520455491,10992440203,1
4520455491,10992440203,1
4520455491,10992440202,0
4854018638,5230243173,0
4854018638,5230243171,0
5037962584,5037962584,0
5230243171,5230243173,1
5342975583,10979811030,0
5342975583,10979811030,0
6732332589,10979811069,1
6732332589,10979811030,0
8567460062,8567460062,0
8640521372,8640521401,1
10222727838,10222727839,0
10863375769,10863589837,0
10863375769,10992440222,0
10863375769,10992440222,1
10863375784,10863589837,0
10863375784,10863589837,0
10863417707,10863417721,0
10863417707,10863417724,0
10863417707,10863417724,1
10863417721,10992440202,0
10863417721,10992440202,0
10863417724,10863417733,0
10863417733,10992292055,1
10863417733,10992292055,0
10863546379,10992440222,0
10979811069,10992398295,1
10979811069,10992398295,0
10984169765,10984169768,0
10984169765,10984169768,0
10992291900,10992374495,0
10992291900,10992292055,0
10992291900,10992291921,0
10992291900,10992291921,0
10992291921,10992292021,0
10992291921,10992374495,0
10992292055,10992292056,0
10992292056,10992374495,0
10992292101,10992292104,0
10992292101,10992292104,0
10992292104,10992292146,0
10992292143,10992292146,1
10992398280,10992398283,1
10992398295,10992398303,0
10992398295,10992398303,0
10992440202,10992440203,0
