u,v,snow
246653582,246653584,0
246653582,246653584,0
246653582,246653588,0
246653584,246653589,0
246653584,246653593,0
246653587,246653589,1
246653587,596687714,0
246653587,596687714,1
246653587,246653588,0
246653588,246653589,0
246653588,246653589,1
246653591,246653593,1
246653591,246653593,1
246653593,2886138592,0
246653594,246653607,0
246653601,246653607,0
246653601,246653607,0
246653601,246653607,1
246658052,596687378,0
246658052,639341773,1
246658052,639341773,1
246658052,8883545437,0
246659352,246713701,0
246659352,596687296,0
246659356,246713666,0
246659356,246713925,1
246660898,246713913,1
246660898,12596350195,0
246660899,246713748,0
246660899,12596350195,0
246660899,12596350195,0
246660899,246660901,0
246660901,246713753,0
246660901,4666695373,0
246660901,4666695373,0
246713202,246713207,1
246713202,246713207,0
246713202,596687740,0
246713203,596687740,1
246713203,2919476695,0
246713203,246713205,1
246713203,246713205,0
246713204,596687748,0
246713204,596687748,1
246713205,596687747,0
246713205,596687748,0
246713208,246713209,0
246713208,246713209,0
246713208,246713213,0
246713208,596687747,0
246713210,246713213,1
246713210,246713213,1
246713210,246713213,1
246713217,246713218,0
246713217,246713218,0
246713218,246713227,0
246713227,246713232,0
246713227,596687624,0
246713232,2919476638,0
246713232,2919476638,0
246713232,596687600,1
246713240,246713274,0
246713240,246713275,0
246713245,246713245,1
246713274,246713275,1
246713274,246713275,0
246713274,246713278,1
246713275,246713278,1
246713278,596687603,1
246713278,596687603,0
246713665,4659802003,1
246713665,596642950,1
246713665,596642950,0
246713665,658951438,1
246713666,2427378272,1
246713666,246713984,1
246713666,596643015,1
246713676,246713678,1
246713676,246713678,1
246713676,246713680,1
246713676,246713680,0
246713678,246713684,0
246713678,246713680,0
246713680,246713699,0
246713684,246713686,1
246713684,246713685,1
246713684,246713685,0
246713684,5051434319,0
246713684,5051434319,0
246713685,246713685,1
246713685,246713685,0
246713686,596687303,1
246713686,5051434320,1
246713686,5051434320,1
246713699,246713701,1
246713699,246713701,1
246713699,246713701,0
246713744,246713914,0
246713744,246713914,1
246713744,246713912,0
246713745,596687339,1
246713745,596687339,0
246713745,246713912,1
246713745,12596350195,1
246713748,596687341,0
246713748,246713749,0
246713748,596687338,1
246713749,4666695370,0
246713749,246713753,0
246713749,246713761,0
246713750,4666695372,1
246713750,4666695372,0
246713750,246713761,0
246713750,246713992,0
246713751,4666699107,1
246713751,4666699107,1
246713751,596643064,1
246713751,4666695372,0
246713753,4666695369,1
246713753,4666695369,0
246713753,246713754,0
246713753,246713754,1
246713754,246713754,0
246713758,2864735195,1
246713758,9246558971,0
246713761,4666695371,0
246713761,9246558971,0
246713912,246713913,0
246713912,246713913,1
246713913,8878372205,1
246713914,246713920,0
246713914,8928606814,0
246713916,246713917,0
246713916,246713922,0
246713916,246713923,0
246713916,246713923,1
246713917,246713919,0
246713917,246713919,0
246713917,246713919,1
246713919,246713920,0
246713920,246713922,0
246713920,246713922,0
246713922,596687310,0
246713923,246713924,0
246713923,596687308,0
246713923,1260346463,0
246713923,1260346463,0
246713924,596687456,1
246713924,246713952,0
246713924,246713952,0
246713925,246713929,0
246713925,596642995,1
246713926,246713929,0
246713926,3204759397,1
246713926,596643018,1
246713929,596642992,1
246713929,3204759397,0
246713950,596687308,0
246713950,246713954,0
246713950,246713954,0
246713950,246713967,0
246713952,246713952,1
246713952,246713952,0
246713954,4659650595,0
246713954,596687456,0
246713954,246713956,0
246713954,246713956,0
246713956,1260346465,0
246713956,246713957,1
246713957,246713961,0
246713957,246713991,1
246713957,246713991,0
246713957,246713987,0
246713957,246713987,0
246713958,246713979,1
246713958,246713978,0
246713958,246713980,0
246713958,246713980,1
246713961,246713979,1
246713961,246713979,0
246713961,2887201490,0
246713962,246713964,1
246713962,246713964,1
246713962,246713991,1
246713962,246713970,1
246713962,246713969,0
246713962,246713969,0
246713964,246713964,0
246713964,246713964,0
246713967,596687307,0
246713967,596687307,1
246713967,246713968,0
246713967,596687309,1
246713967,596687309,0
246713968,1260346461,0
246713968,2887717452,0
246713968,246713969,1
246713969,246713993,1
246713970,246713971,0
246713970,246713971,1
246713970,246713977,1
246713971,2887201487,0
246713971,2887201487,0
246713977,246713978,0
246713977,246713978,1
246713977,246713978,1
246713979,246713980,0
246713980,246713981,0
246713981,246713983,1
246713981,246713983,0
246713981,246713990,1
246713982,246713987,1
246713982,246713990,1
246713982,246713990,0
246713982,246713990,0
246713983,2887208481,0
246713983,246713984,0
246713984,3803517638,0
246713984,3803517638,0
246713985,9201323748,1
246713985,2887201480,1
246713985,2887201480,0
246713985,4305375662,1
246713985,4659650595,1
246713985,4659650595,1
246713987,2887208481,1
246713991,2887201473,1
246713992,246713993,0
246713992,246713995,0
246713992,246713995,0
246713993,246713994,1
246713993,246713994,0
246713995,2887717447,0
246713995,596687346,0
246713996,1260346465,0
246713996,1260346461,0
246713996,246713997,0
246713996,246713997,0
292453994,344878552,1
292453994,8893414033,0
344873773,344874578,1
344873773,344874383,1
344873773,344874383,1
344873773,8881451943,1
344873774,8883654944,0
344873774,8883654944,1
344873774,344874383,0
344873774,344874394,0
344874320,596688429,0
344874320,596688626,0
344874320,8881462340,0
344874320,8881462340,1
344874381,344874428,0
344874381,344874383,0
344874381,344874394,1
344874381,344874394,1
344874394,344874437,0
344874394,344874437,0
344874394,596687667,0
344874428,344874437,1
344874428,344874459,1
344874428,596688526,0
344874431,344874778,0
344874431,344874849,0
344874431,344874849,0
344874431,344874434,1
344874431,596688526,1
344874431,596688526,0
344874434,596688451,0
344874434,344874780,0
344874434,344874780,0
344874437,596688451,0
344874459,596687699,1
344874459,640861840,0
344874459,640861840,1
344874462,640861833,1
344874462,344874578,0
344874462,344874578,1
344874462,1763345734,0
344874462,1763345734,0
344874462,344874745,0
344874465,344875264,0
344874465,499454572,0
344874465,596688282,1
344874465,596688282,0
344874508,344874529,0
344874508,596688282,1
344874508,596687859,1
344874508,596687800,0
344874528,596688282,0
344874528,596688282,0
344874528,344874529,0
344874528,499454572,0
344874529,596688112,0
344874529,596687809,1
344874578,344874579,1
344874578,344874579,0
344874578,596688144,0
344874579,344874584,0
344874579,344874584,1
344874584,344874608,0
344874584,344874608,1
344874745,344874747,0
344874745,1765456998,0
344874745,1765456998,1
344874747,596688756,1
344874747,344874748,0
344874747,344874849,0
344874748,344874776,1
344874748,344874749,0
344874748,596688760,0
344874749,596688821,0
344874749,344874750,0
344874749,344874750,0
344874750,622788595,1
344874750,344875010,0
344874776,622788593,0
344874776,344874778,0
344874776,344874849,0
344874778,344874780,0
344874778,596688530,0
344874780,596688529,0
344874969,596688590,1
344874969,344874970,1
344874969,344874970,1
344874969,596688642,1
344874970,622788596,0
344874970,3015640419,0
344875006,622788595,0
344875006,622788595,0
344875006,596688537,0
344875006,596688616,0
344875010,344875094,1
344875010,622788590,1
344875010,622788590,0
344875094,596688840,0
344875094,344875097,1
344875094,344875097,0
344875097,344875098,0
344875097,344875098,0
344875097,622788586,0
344875097,622788586,0
344875097,622788592,0
344875097,622788592,0
344875098,622788591,0
344875098,622788585,0
344875140,622788579,0
344875140,344875270,0
344875140,344875269,0
344875140,344875269,0
344875224,344875278,0
344875224,596643359,0
344875224,596643358,0
344875224,596643358,1
344875228,344875229,1
344875228,622788585,0
344875228,344875271,1
344875228,596643356,0
344875229,344875270,1
344875229,622788579,0
344875229,622788586,1
344875231,622793742,1
344875231,344875269,0
344875231,344875269,0
344875231,622788579,0
344875236,344875264,0
344875236,499454572,1
344875236,4659484169,0
344875236,4659484169,1
344875264,4659484168,1
344875264,596688353,1
344875266,596688910,0
344875266,596688901,0
344875266,596688901,1
344875266,622793731,0
344875266,4659484168,0
344875266,4659484168,1
344875268,622793742,0
344875268,344875269,0
344875268,596688901,0
344875268,596688901,0
344875269,596688979,0
344875270,596689012,0
344875270,344875271,0
344875271,596643355,0
344875271,11034352148,1
344875278,596643357,1
344875278,596643357,0
344875278,596643396,1
344877827,5051562869,0
344878150,4666695373,0
344878150,8878372102,1
344878150,8878372102,1
344878150,8880694969,1
344878552,596644709,1
344878552,596644709,1
344878552,344878559,0
344878559,8890411316,1
344878857,596688660,1
344878857,3214535666,1
344878857,596688626,0
344878857,596688626,0
344878916,344879034,0
344878916,596644549,0
344878916,596644549,0
344878916,596643337,0
344878921,596644706,1
344878921,8890676734,0
344879034,596643376,0
344879034,596643381,0
344879034,596643346,1
393565836,596687859,0
393565836,596688248,0
393565836,596687851,0
393565836,596687882,0
499452851,596688210,0
499452851,653993473,0
499452851,653993473,1
499452851,596688242,0
499454572,653993468,1
596642917,4552464063,1
596642917,4552464063,0
596642917,596642950,1
596642917,596642950,1
596642917,658951439,0
596642917,4659802002,1
596642939,4659802002,0
596642939,658951439,0
596642950,658951438,0
596642950,4659802002,0
596642958,658951438,0
596642958,658951438,0
596642958,2427378272,0
596642958,596642960,1
596642960,596642967,0
596642960,1314049524,0
596642960,1314049524,0
596642963,596644096,0
596642963,596642967,1
596642963,8875463943,1
596642963,8875463955,1
596642967,8878542047,0
596642967,8878542047,1
596642992,8875463955,1
596642992,596643008,0
596642992,596643008,0
596642995,2427378272,0
596642995,2427378272,0
596642995,8878542047,0
596643008,596644096,0
596643008,3204759397,0
596643010,8878372078,1
596643010,596643015,0
596643015,596643064,0
596643015,596643064,0
596643018,596643031,0
596643018,596643031,0
596643018,596643026,1
596643026,596643082,0
596643026,596643082,0
596643026,9923213653,1
596643031,3204759397,0
596643031,596643155,0
596643054,596644076,0
596643054,596644130,1
596643054,3204759397,0
596643054,3204759397,0
596643064,3204660174,0
596643082,596643155,0
596643082,596643089,1
596643089,596643155,0
596643089,8879992216,0
596643089,8879992216,0
596643103,596643133,0
596643103,8879992216,1
596643103,3206613836,1
596643103,3206613836,1
596643133,596643289,0
596643133,596643185,0
596643133,596643185,0
596643155,596643158,0
596643158,596643165,1
596643158,596643165,0
596643158,596643185,0
596643165,596644244,0
596643165,596643186,0
596643185,596643186,0
596643186,596643190,0
596643186,596643196,0
596643190,596643292,1
596643190,596643292,0
596643190,596643287,0
596643196,596643207,0
596643196,596643304,0
596643196,596644499,0
596643207,596644244,1
596643207,596643209,0
596643207,596643209,1
596643287,596643289,0
596643287,596643299,0
596643287,596643299,0
596643289,8880694969,0
596643289,8880694969,1
596643292,596643304,0
596643292,596643299,0
596643295,8890411316,0
596643295,8894840453,0
596643297,596643299,1
596643297,596643304,1
596643297,596643304,0
596643297,3220478424,0
596643337,596643346,0
596643337,596688745,1
596643337,596688745,1
596643346,596643363,0
596643346,596643347,0
596643347,8894840995,1
596643347,8894840995,1
596643347,596688743,0
596643347,596688743,0
596643347,596643364,1
596643355,596643356,0
596643355,596643358,1
596643355,596643358,0
596643355,3678793803,0
596643355,3678793803,0
596643356,596643393,0
596643356,596643359,0
596643358,596643506,1
596643358,596643359,0
596643359,596643392,0
596643363,596643392,0
596643363,596643364,0
596643363,596643376,1
596643364,622788591,0
596643364,596643393,0
596643376,596643385,1
596643376,596643396,0
596643380,596644576,0
596643380,596643381,0
596643380,620534405,0
596643380,596643382,0
596643381,596643385,0
596643381,596643385,1
596643382,596643389,0
596643382,596643385,0
596643382,596643398,0
596643385,596643402,0
596643385,596643402,1
596643387,596643391,0
596643387,596643456,0
596643387,596644666,0
596643387,3215689189,0
596643389,596643391,1
596643389,620534405,1
596643389,596643441,0
596643391,596643446,0
596643391,620534406,1
596643392,596643393,1
596643392,596643396,1
596643393,622788585,1
596643396,596643402,0
596643398,596643441,0
596643398,596643441,0
596643398,596643402,0
596643441,596643446,0
596643446,596643456,1
596643446,596643456,0
596643456,596644721,1
596643506,3678793803,0
596643866,596643894,1
596643866,596643894,0
596643866,596643874,0
596643874,596643899,0
596643874,596643899,0
596643874,596644096,0
596643894,596643906,0
596643894,596643906,0
596643899,596644076,0
596643899,596643907,1
596643906,596643907,0
596643906,4502353385,1
596643907,596644100,0
596643907,596644100,0
596644076,596644100,1
596644076,596644096,0
596644100,596644104,0
596644104,596644128,1
596644104,596644133,0
596644104,596644133,0
596644128,596644233,0
596644128,596644233,1
596644128,596644130,1
596644130,596644224,1
596644130,596644224,0
596644133,596644233,0
596644133,596644303,0
596644168,5305607394,0
596644168,596644170,0
596644168,4666805386,0
596644168,4666805386,0
596644170,4666805385,0
596644170,4666805385,1
596644183,596644186,0
596644183,596644186,0
596644183,596644303,1
596644183,596644199,0
596644186,596644324,0
596644186,596644324,0
596644186,596644201,0
596644186,596644306,1
596644196,596644201,0
596644196,596644201,1
596644199,596644201,0
596644199,596644201,0
596644199,4666805385,0
596644201,4666805386,1
596644209,596644229,0
596644209,596644229,1
596644229,596644239,0
596644229,596644244,0
596644233,596644239,1
596644236,596644240,0
596644236,596644309,0
596644236,596644280,0
596644236,596644280,0
596644239,596644240,0
596644239,596644240,0
596644240,596644278,0
596644240,596644308,0
596644240,596644308,0
596644244,596644290,0
596644266,596644273,1
596644266,596644273,1
596644269,596644273,0
596644269,596644285,0
596644269,596644285,1
596644269,4666836982,0
596644273,4666836983,0
596644273,4666836983,1
596644273,596644284,0
596644274,596644275,1
596644274,596644290,0
596644274,596644278,0
596644274,596644278,1
596644275,596644343,0
596644275,596644280,1
596644275,596644288,0
596644278,596644280,1
596644280,596644340,0
596644280,596644340,0
596644284,596644285,1
596644284,596644285,0
596644284,596644290,0
596644285,596644296,1
596644285,596644296,0
596644285,596644288,0
596644285,596644288,1
596644288,596644290,1
596644302,596644309,0
596644302,596644309,1
596644303,596644306,1
596644303,596644308,1
596644306,596644309,1
596644306,596644309,1
596644308,596644309,0
596644343,596644631,0
596644343,596644631,1
596644343,596644597,1
596644353,596644365,0
596644353,596644365,1
596644353,598413463,0
596644353,596644631,1
596644499,596644501,1
596644499,4666836983,1
596644501,4666836982,1
596644501,4666836982,1
596644501,8894840544,0
596644508,8894840544,0
596644508,3228322106,1
596644508,3228322106,0
596644508,3215653181,0
596644518,596644602,1
596644518,8894840544,0
596644518,8894840542,0
596644518,596644597,0
596644549,596644580,0
596644549,596644576,0
596644576,596644580,1
596644576,596644580,0
596644580,596644588,0
596644582,3215689189,0
596644582,596644706,1
596644582,596644706,0
596644582,596644584,0
596644584,620534406,1
596644584,596644588,0
596644584,596644588,0
596644588,620534405,0
596644597,596644602,0
596644597,598410083,0
596644602,596644625,0
596644602,596644625,1
596644607,8894922063,0
596644607,596644625,1
596644607,596644625,0
596644607,596644709,1
596644624,598409907,0
596644624,8893414034,0
596644624,596644625,1
596644624,596644709,0
596644625,598410083,1
596644631,598409708,0
596644666,596644740,0
596644666,596644740,1
596644666,596644740,0
596644694,620532045,0
596644694,620532045,0
596644694,4550018480,1
596644694,596644706,1
596644721,596644747,0
596644721,596644747,0
596644721,596644731,0
596644731,596644777,0
596644731,596644790,0
596644731,596644790,0
596644740,596644787,1
596644747,596644815,0
596644747,596644815,0
596644777,12098891598,0
596644777,12098891598,0
596644777,12098891598,0
596644787,12098891598,0
596644787,4550018480,1
596644787,4550018480,0
596644790,596644790,0
596644815,5312830365,1
596644815,5312830365,0
596687296,3803517638,1
596687296,4305375682,0
596687296,596687302,0
596687302,596687303,1
596687302,3803517638,0
596687302,3803517638,1
596687303,8880865613,1
596687303,8880865613,0
596687307,596687310,1
596687307,596687308,0
596687308,596687456,0
596687309,596687310,1
596687309,596687346,0
596687338,596687346,0
596687338,4656610918,0
596687338,4656610918,0
596687339,3212402316,0
596687341,2864735195,0
596687341,2864735195,0
596687341,2864735195,0
596687378,8553307646,0
596687378,8553307646,1
596687378,596687383,0
596687383,639341773,1
596687383,2882067748,1
596687383,2882067748,0
596687431,4305375678,1
596687431,596687453,0
596687431,596687453,0
596687431,4305375681,0
596687453,4305375662,1
596687453,4305375662,1
596687453,9201323748,0
596687453,4305375682,1
596687456,4659650594,1
596687482,2919476952,0
596687482,596687713,0
596687561,596687566,0
596687561,596687603,0
596687561,8553307641,0
596687566,2882067748,0
596687566,2882067748,0
596687566,596687600,0
596687600,596687603,0
596687603,596687612,0
596687603,596687612,1
596687609,596687610,0
596687609,596687616,0
596687610,596687617,0
596687610,596687617,1
596687610,596687612,0
596687610,596687612,0
596687610,4659430020,0
596687612,4659430021,0
596687616,596687617,1
596687616,4659430008,0
596687617,11658947103,0
596687617,11658947103,1
596687617,596687714,1
596687624,596687642,0
596687624,596687626,0
596687624,596687626,0
596687642,8881181020,0
596687660,596688429,0
596687660,596688429,1
596687660,596688421,1
596687660,596687667,0
596687667,596688449,0
596687667,596688449,1
596687698,596687699,1
596687698,596687699,0
596687698,596687698,0
596687698,596687698,0
596687699,596688553,1
596687713,2886138729,1
596687714,2886138729,0
596687731,2919476695,1
596687731,2919476695,1
596687731,11436001112,1
596687731,11436001112,1
596687731,596687740,1
596687731,5294388527,1
596687740,596687748,0
596687747,2919476683,0
596687747,596687756,0
596687748,2919476683,0
596687748,2919476683,0
596687756,596687809,1
596687780,596687859,0
596687780,596687800,1
596687780,596687851,1
596687780,596687851,0
596687800,596687809,0
596687809,653993891,1
596687819,596687823,0
596687819,596687849,0
596687823,596687825,0
596687823,596687891,0
596687823,596687891,0
596687825,596687849,0
596687825,596687849,1
596687825,596687875,1
596687849,596687851,0
596687859,596688266,1
596687875,596687891,1
596687875,596687882,0
596687875,596687882,0
596687882,596687940,0
596687891,596687940,0
596687951,596688144,0
596687951,596688144,0
596687951,596688083,0
596687951,8883644593,0
596687983,596688108,0
596687983,596688108,0
596688001,596688002,1
596688001,596688002,1
596688002,596688080,0
596688002,596688108,1
596688030,596688040,0
596688030,596688040,0
596688030,596688030,0
596688030,596688030,0
596688040,640861851,1
596688040,596688083,1
596688048,3948844980,0
596688048,3948844980,1
596688048,596688095,1
596688048,596688080,0
596688080,596688083,0
596688080,596688083,1
596688095,596688102,1
596688095,640861851,0
596688095,640861851,1
596688102,596688146,1
596688102,596688108,0
596688102,596688108,1
596688108,596688110,0
596688110,596688112,0
596688110,653993467,1
596688110,653993892,0
596688112,653993468,0
596688112,653993891,1
596688144,640861851,0
596688146,653993465,1
596688146,653993465,0
596688146,1763345734,0
596688176,653993466,0
596688176,653993466,0
596688199,596688210,0
596688199,596688210,1
596688210,653993465,0
596688242,596688810,0
596688242,653993467,0
596688242,653993468,0
596688248,596688371,0
596688248,596688371,1
596688248,596688266,1
596688266,596688353,1
596688266,596688282,1
596688353,596688371,0
596688353,596688910,0
596688371,596688409,0
596688371,596688409,0
596688371,596688382,0
596688382,596688409,0
596688382,596689099,0
596688382,596689099,0
596688401,596688967,1
596688401,596688417,1
596688401,596688417,0
596688401,596688910,0
596688409,596688417,0
596688417,596688420,1
596688420,596688967,0
596688420,596688976,0
596688420,596688976,1
596688421,596688464,0
596688421,596688464,0
596688421,596688436,0
596688428,596688470,0
596688428,596688470,1
596688428,596688464,0
596688428,596688429,0
596688436,596688457,0
596688436,596688457,0
596688436,596688449,0
596688449,596688451,0
596688451,596688526,0
596688457,596688470,0
596688457,596688464,0
596688470,596688480,0
596688480,596688482,0
596688480,596688498,1
596688480,596688498,0
596688482,596688624,0
596688482,596688515,0
596688482,596688515,1
596688504,11976410426,0
596688504,11976410426,0
596688508,596688577,1
596688508,596688577,1
596688511,596688578,0
596688511,596688578,0
596688529,596688530,1
596688529,596688532,1
596688529,596688532,0
596688530,596688533,1
596688530,622788593,1
596688532,596688533,0
596688532,3015640419,0
596688533,596688572,0
596688533,596688572,1
596688533,596688545,0
596688533,596688545,0
596688537,596688538,0
596688537,596688608,0
596688537,596688608,0
596688538,622788593,0
596688538,622788593,1
596688538,596688545,0
596688545,622788596,0
596688553,640861833,0
596688553,640861833,0
596688553,640861840,1
596688572,3015640419,0
596688572,622788596,1
596688577,596688578,0
596688577,11976410426,0
596688578,596688624,0
596688590,596688608,0
596688590,596688640,1
596688590,622788596,0
596688608,596688616,0
596688616,596688673,1
596688616,596688640,0
596688618,596688637,0
596688618,596688624,0
596688618,596688624,0
596688618,596688626,0
596688628,596688637,0
596688628,596688642,0
596688628,596688671,1
596688628,596688671,1
596688637,596688660,0
596688637,596688660,0
596688640,596688642,0
596688640,3015640427,0
596688642,596688654,0
596688654,3015640427,0
596688654,596688689,1
596688654,596688689,0
596688656,622793741,0
596688656,622793741,1
596688656,596688671,0
596688656,596688660,0
596688656,596688672,0
596688656,596688672,0
596688671,622793744,0
596688673,596688847,0
596688673,596688676,0
596688673,3015640427,0
596688676,596688848,1
596688676,596688684,0
596688676,596688684,1
596688684,3015640433,0
596688684,596688848,0
596688689,3015640433,0
596688689,659719623,0
596688731,622793732,0
596688731,10903715457,0
596688731,8894840937,0
596688731,8894841151,1
596688742,8894922101,0
596688742,3214535666,0
596688742,3214535666,0
596688743,596688745,0
596688743,8894840925,1
596688745,8894922101,1
596688756,596688760,0
596688756,596688779,0
596688756,596688779,0
596688760,596688778,0
596688760,596688778,1
596688777,596688804,1
596688777,596688813,0
596688777,653993473,1
596688777,596688779,1
596688778,596688779,0
596688778,596688804,0
596688784,596688790,0
596688784,596688790,0
596688784,596688868,0
596688784,596688840,1
596688804,596688816,1
596688804,596688816,0
596688810,596688812,0
596688810,596688812,1
596688810,622793731,1
596688810,596688813,1
596688810,596688813,0
596688812,596688816,0
596688812,596688902,0
596688813,596688816,0
596688816,596688821,1
596688816,596688821,1
596688821,622793742,0
596688840,11033073313,0
596688840,11033073313,1
596688847,596688848,0
596688847,596688848,0
596688847,622788590,0
596688859,11033073315,0
596688859,11033073315,0
596688868,11033073315,1
596688868,596688874,0
596688868,596688879,0
596688872,596688874,0
596688872,596688874,1
596688872,596689009,0
596688872,596688959,0
596688874,596688939,0
596688879,622788589,1
596688879,622788589,0
596688879,11033073313,1
596688901,596688902,1
596688901,596688904,1
596688902,622793731,1
596688902,622793742,1
596688904,596688910,1
596688904,596688979,0
596688904,596688967,1
596688925,596688939,0
596688925,596688939,0
596688925,596688939,0
596688925,596688959,0
596688959,596689008,0
596688959,622788579,1
596688960,596688976,0
596688960,596689158,1
596688960,596689177,0
596688960,596689177,0
596688967,596688981,0
596688972,596688981,1
596688972,596688976,0
596688972,622788583,0
596688972,622788583,0
596688979,596688981,0
596688979,596689012,0
596688981,596689014,0
596688997,596688998,0
596688997,622788583,0
596688997,622788583,0
596688997,596689014,1
596688998,622788582,0
596688998,3678793803,0
596688998,622788584,0
596689008,596689009,0
596689008,596689009,1
596689008,596689009,1
596689012,11034352148,0
596689012,596689014,1
596689014,622788582,1
596689086,596689099,0
596689086,596689099,0
596689101,596689166,0
596689101,596689166,1
596689101,596689158,0
596689101,596689106,0
596689106,596689135,0
596689106,596689135,0
596689106,2629884308,0
596689150,596689158,0
596689150,596689158,1
596689166,596689177,0
596689166,2629884308,0
596689177,596689182,0
596689182,596689185,0
596689182,596689185,0
596689185,622788580,1
596689185,622788583,0
598409708,598410083,0
598409708,598409907,0
598409708,598409907,1
598409907,598410083,0
598409907,8893414034,1
598409907,8893414034,0
598413463,598413465,0
598413463,598413469,0
598413463,598413469,0
598413465,598413469,0
598413469,5305607394,0
620532045,4550018480,0
620532045,3215689189,0
620534405,620534406,0
620534406,3215689189,1
622788580,622788584,1
622788580,622788584,0
622788582,11034352148,0
622788582,11034352148,0
622788583,622788584,0
622788585,622788586,0
622788589,11033073313,1
622788589,11033073315,0
622788590,622788595,1
622788591,622788592,0
622788591,8894841012,1
622788592,8894840988,0
622793731,4659484169,0
622793732,8894840937,0
622793732,622793743,0
622793732,622793743,1
622793732,3214535666,0
622793732,8890411296,0
622793741,622793741,0
622793743,659719623,1
622793743,622793744,1
639341773,8881399023,1
640861833,640861840,1
653993465,653993466,1
653993466,653993467,0
653993467,653993468,1
653993473,1765456998,0
653993891,653993892,0
653993891,653993892,0
653993892,8881451946,1
658951436,658951437,0
658951436,4659802003,1
658951436,4659802003,0
658951437,2388532780,0
658951437,2388532780,0
659719623,8894840988,0
659719623,1957011776,0
1260346460,1260346465,1
1260346460,1260346465,0
1260346461,1260346462,1
1260346461,1260346462,1
1314049524,1314049532,1
1314049524,2388532780,0
1314049532,8875464027,0
1391781834,8880659924,0
1391781834,2071047495,0
1391781834,8878372078,0
1391781834,8878372078,1
1763345734,1765456988,0
1765456988,1765456991,0
1765456988,1765456991,0
1765456988,1765456998,1
1957011776,8894841090,1
1957011776,8894840995,0
1957011776,8894841012,0
2071047495,8878542047,0
2388532780,8875464027,0
2629942668,4552464067,1
2629942668,4552464067,0
2882067748,8553307641,1
2886138592,2919476952,0
2886138592,2919476952,0
2886138729,2919476952,0
2887201473,2887201490,0
2887201473,2887201486,0
2887201473,2887201486,0
2887201474,2887201490,0
2887201474,2887201490,0
2887201480,2887201480,0
2887208480,2887208481,0
2887208480,2887208481,1
2887717447,2887717452,1
2887717447,2887717452,1
2887717447,2887717452,0
2919476638,2919476638,0
3015640419,11976410426,1
3015640427,3015640433,0
3015640433,8894840988,1
3204660174,8878372102,0
3204660174,8878372107,0
3204660174,8878372107,1
3206613836,8879992216,0
3206613836,8880694969,0
3212402316,8553307641,0
3212402316,8928725042,0
3213992667,8879992245,1
3213992667,8880029455,1
3213992667,8880029455,0
3215653181,8894840703,0
3215653181,10903715457,0
3215653181,10903715457,0
3220478424,3220478426,1
3220478426,8890411296,0
3220478426,8890411296,1
3220478426,8894840453,0
3228322106,8894840542,1
3228322106,8894840690,0
3803517638,4305375662,0
4305375676,4305375678,0
4305375676,4305375678,1
4305375676,4305375676,0
