u,v,snow
282596698,4502455975,0
282596699,4667250399,1
282596699,4667250399,0
282596724,4667250396,1
282596724,293304282,0
282596724,294967692,0
282596724,294966972,1
282596731,294210559,0
282596731,294210559,0
282596731,369558855,0
282596731,369558855,0
282596731,623324599,0
282596731,4502211575,0
282597769,297625580,1
282597769,950760884,1
282597769,950760884,0
282597817,595748546,0
282597817,1260924583,0
282597817,595748532,0
282597817,595748532,0
282597826,595748527,0
282597826,282597827,0
282597827,367127796,0
282597827,367127796,0
282597827,2579030806,0
282597830,367127857,0
282597830,367127857,0
282597830,2579030806,0
282597830,595753160,0
282751764,295801458,1
282751764,295801458,0
286752998,286753002,1
286752998,286753002,0
286752998,8872479574,1
286752998,8872479574,0
286753002,286753035,0
286753002,286753005,0
286753005,286753007,1
286753005,287134132,0
286753005,287134132,0
286753005,286753014,0
286753005,286753014,0
286753007,286753032,0
286753007,289283214,0
286753007,287134133,0
286753009,286753011,0
286753009,289283214,0
286753009,289283214,0
286753009,1314049547,0
286753011,1314049471,0
286753014,286753032,0
286753014,286753035,0
286753032,286753035,0
286753032,286753035,1
287134132,287134148,1
287134132,287134148,0
287134132,287134133,0
287134132,287134133,1
287134133,289283215,0
287134134,287134148,0
287134134,287134148,0
289283214,289283215,0
289283215,289283215,0
290233133,596568918,0
290233133,596568918,1
290233133,534467555,1
290233133,658951882,0
290233367,623509921,0
290233367,623509921,0
290233386,295075676,0
290233386,11200499885,0
290233386,11200499885,0
290233386,295075683,1
290233393,387222120,0
290233393,387222337,1
292782951,597658357,0
292782951,597658361,0
292782951,294209656,0
292782951,597658355,1
292782954,292782999,0
292782954,292782955,0
292782954,294209656,0
292782954,4502212259,1
292782955,294209452,1
292782955,294209701,0
292782955,923862433,1
292782985,597658354,1
292782985,294967413,0
292782985,294967130,0
292782985,292782999,0
292782999,4502212260,0
292782999,294209452,1
293047716,293050791,0
293047777,293050993,0
293047777,293050933,1
293047777,293050933,0
293047778,293051061,0
293047778,293051061,0
293047778,293050993,1
293047779,293051359,0
293047779,293051359,0
293047779,369557619,0
293047779,3681514792,1
293047965,293050927,0
293047965,293051353,0
293047965,293050791,0
293050911,293050927,0
293050911,293050930,0
293050927,293050931,0
293050927,293050931,0
293050930,293050932,0
293050930,293050932,1
293050930,293050931,0
293050931,293050933,0
293050932,293050933,0
293050991,623509879,0
293050991,293050996,0
293050991,293050996,1
293050991,293050999,0
293050993,293051351,0
293050993,293050999,0
293050995,12124784883,1
293050995,12124784883,0
293050995,623509883,0
293050995,293051002,0
293051001,293051002,0
293051001,293051002,1
293051002,623509879,0
293051002,623509883,1
293051002,623509883,0
293051061,369557619,1
293051351,597658355,1
293051351,293051457,0
293051351,293051521,0
293051353,294245158,0
293051353,293051354,0
293051353,293051519,0
293051354,597658377,1
293051354,293051520,0
293051354,293051520,1
293051356,293051521,1
293051356,293051521,0
293051356,293051520,0
293051356,597658370,0
293051359,369557738,0
293051359,294209772,1
293051359,294209772,0
293051359,294966897,0
293051454,293051519,0
293051454,597658371,0
293051457,294209701,1
293051457,294209701,0
293051457,369557738,0
293051519,294244648,0
293051519,294244648,1
293051520,597658364,0
293051521,597658360,1
293051541,293051550,0
293051541,623324587,0
293051550,293051551,0
293051550,623324594,0
293051550,623324594,0
293051551,597658374,0
293051551,293051588,1
293051551,293051588,0
293051588,597658366,0
293051588,597658376,0
293052336,294210692,0
293052336,597658367,0
293052336,294210517,0
293052336,294210517,1
293052340,597658358,0
293052340,597658363,0
293052340,597658363,0
293052340,597658362,0
293304282,294966973,0
293304282,295077518,0
293304282,4667250397,0
293304287,4667250392,0
293304287,4667250392,0
293304287,294966947,0
293304287,294966947,1
293304287,369558134,1
293304288,4667249879,0
293304288,595748312,0
294209452,4502227323,0
294209452,4502227323,1
294209621,597658344,0
294209621,597658344,1
294209621,597658359,0
294209621,369558103,0
294209656,597658345,1
294209656,597658345,0
294209696,597658345,0
294209696,597658345,0
294209701,597658355,0
294209772,4502227323,0
294209772,369557528,0
294209915,294209915,0
294209915,369557528,1
294209915,369557528,1
294210491,597658363,0
294210491,597658363,0
294210491,294210517,1
294210491,597658366,1
294210517,597658367,0
294210559,4502304227,0
294210559,369557369,0
294210596,597658345,0
294210596,597658358,1
294210596,597658344,0
294210596,597658344,0
294210603,294210692,0
294210603,294210692,0
294210603,659460913,0
294210603,597658367,0
294210692,597658359,0
294244648,597658371,1
294244648,294245158,0
294244648,623324594,0
294244648,623324594,0
294245158,597658377,0
294245158,597658374,0
294966897,294966904,1
294966897,294966904,1
294966897,294967126,1
294966899,294966902,1
294966899,294966902,1
294966899,294967022,0
294966899,294966947,0
294966902,597658333,1
294966902,294966946,1
294966904,597658337,0
294966904,294966936,1
294966935,294967243,0
294966935,294967242,0
294966935,4667250399,0
294966936,597658334,0
294966936,294966937,1
294966936,294966937,0
294966937,597658338,0
294966937,294966938,1
294966938,597658339,0
294966938,294966989,1
294966938,387222336,0
294966940,597658315,0
294966940,294966989,0
294966940,294966989,0
294966940,294967123,0
294966946,597658332,0
294966946,294966963,0
294966946,294966963,0
294966947,4502149345,0
294966947,3821895035,1
294966947,3821895035,0
294966963,597658331,0
294966963,597658325,0
294966967,294966968,0
294966967,294966984,0
294966967,294966984,0
294966967,5409540336,0
294966968,294967469,0
294966968,294967469,1
294966968,294966970,0
294966970,294967006,0
294966970,5409540336,1
294966970,5409540336,0
294966970,3501113428,0
294966970,3501113428,0
294966972,294966973,1
294966972,294967725,0
294966973,295080219,0
294966981,4667249884,0
294966981,294966982,1
294966981,597658325,1
294966981,4667249886,0
294966982,4667249887,1
294966982,4667249887,0
294966982,4667249885,0
294966983,294966998,0
294966983,294966998,1
294966983,294966984,1
294966983,294966996,1
294966984,5409540336,1
294966987,597658309,0
294966987,294966996,0
294966987,294966996,0
294966987,597658325,0
294966989,597658314,1
294966996,597658320,0
294967006,294967598,0
294967006,294967598,0
294967006,294967591,1
294967022,294967749,1
294967022,294967749,1
294967022,597658333,0
294967112,4938339209,0
294967112,4938339209,0
294967112,294967125,0
294967112,294967125,0
294967123,294967242,1
294967123,294967155,1
294967123,294967155,0
294967125,294967155,1
294967125,597658315,0
294967126,294967130,1
294967126,294967130,0
294967126,597658337,1
294967129,294967131,1
294967129,4938339209,0
294967129,4938339209,0
294967129,597658279,0
294967130,597658289,1
294967131,294967132,1
294967131,294967132,0
294967131,294967149,0
294967132,597658316,0
294967132,294967329,0
294967149,294967155,0
294967149,294967242,0
294967149,294967242,1
294967243,294967294,0
294967243,4667250398,0
294967243,4667250398,0
294967294,4502455976,0
294967294,617477491,1
294967305,597658305,0
294967305,597658321,1
294967305,597658321,0
294967305,597658340,1
294967326,294967350,1
294967326,294967405,1
294967326,294967329,0
294967326,294967329,0
294967350,294967405,0
294967350,294967405,1
294967350,294967421,0
294967405,597658317,0
294967413,294967415,0
294967413,294967415,0
294967413,597658342,0
294967415,597658307,0
294967415,623324599,0
294967417,597658341,0
294967417,597658322,0
294967417,597658322,0
294967417,597658308,0
294967421,597658306,1
294967421,294967457,0
294967421,294967457,1
294967457,294967458,1
294967457,294967692,0
294967458,294967620,0
294967458,294967620,0
294967458,597658318,0
294967469,597658320,0
294967469,294967591,0
294967591,294967727,0
294967591,294967727,1
294967598,294967673,0
294967598,294967620,0
294967620,294967727,0
294967668,294967685,1
294967668,294967692,0
294967668,294967692,0
294967668,294967673,1
294967673,294967685,0
294967673,294967685,0
294967685,3501113433,0
294967725,3501113433,0
294967725,3501113433,1
294967725,3501113428,0
294967727,597658319,0
294967749,597658329,0
294967749,623324599,0
295066900,295080232,1
295066900,295080232,0
295066900,295067274,1
295066900,295080219,0
295066927,295079758,0
295066927,295079758,0
295066927,295067262,0
295066927,617477536,0
295067056,295067057,0
295067056,617477536,1
295067056,617477536,1
295067056,595748576,0
295067056,4667313104,0
295067056,4667313104,0
295067057,305092109,1
295067057,4667313105,1
295067057,595748577,0
295067252,617477536,0
295067252,617477536,0
295067262,295067314,1
295067262,617477557,0
295067262,617477536,0
295067267,295067268,0
295067267,295067303,0
295067267,295067303,0
295067267,295067303,0
295067268,617477556,0
295067268,295067314,0
295067268,295067314,0
295067274,632183126,0
295067274,295079806,0
295067274,295079806,0
295067303,295067314,1
295075239,295075261,0
295075239,295075261,0
295075239,295075261,0
295075239,295075240,1
295075240,617477559,1
295075240,617477556,0
295075240,617477556,0
295075261,617477556,0
295075356,295075436,0
295075356,295079596,0
295075356,295079596,0
295075356,305092038,0
295075356,4667313105,1
295075356,4667313105,0
295075436,4667313104,1
295075436,617477557,0
295075436,295079723,0
295075550,295075582,0
295075550,295075582,0
295075582,295075582,0
295075582,295075582,1
295075599,295075611,1
295075599,295075611,0
295075599,295075910,0
295075653,295075708,0
295075653,295075676,1
295075683,295076711,0
295075683,295075684,0
295075683,295075684,1
295075684,4502375412,1
295075684,295075778,1
295075694,295075707,0
295075694,295075712,0
295075707,295075778,0
295075707,295075778,0
295075707,4502375412,0
295075708,4667250401,0
295075708,4502375412,1
295075708,4502375412,1
295075712,295075777,0
295075712,295075777,0
295075712,295075741,0
295075741,295076750,1
295075741,295076750,0
295075741,295075792,1
295075777,295076750,0
295075777,295075778,1
295075792,295075858,0
295075792,295075858,0
295075792,295075910,0
295075858,295075858,0
295075858,295075858,0
295075885,295075910,1
295075885,295075910,0
295075916,295076249,0
295075916,295076249,0
295075916,617477565,1
295075916,617477565,1
295076277,620815773,1
295076277,295076553,0
295076277,295076553,0
295076461,295076553,0
295076461,295076553,0
295076461,623509890,0
295076461,623509890,0
295076461,295076466,1
295076461,295076466,0
295076553,295076554,0
295076553,295076554,1
295076711,295076750,0
295076711,11200499902,0
295076711,11200499902,0
295076889,620815773,1
295076889,620815773,0
295076890,620815773,0
295076890,620815773,0
295077506,4502455978,1
295077506,295077507,0
295077506,295077898,0
295077506,295077898,1
295077506,4502455976,0
295077506,4502455976,0
295077507,4502455975,1
295077507,4502455975,1
295077507,4502455977,0
295077518,295079986,1
295077518,295080162,1
295077518,295077616,0
295077616,295077619,1
295077616,295077838,0
295077616,295077838,0
295077617,295077898,0
295077617,295077886,1
295077617,295077886,0
295077617,295077803,0
295077619,295077620,1
295077619,295077837,1
295077619,295077837,0
295077620,295077703,0
295077620,295077703,1
295077620,295078271,0
295077684,295077766,1
295077684,295078433,1
295077684,295077914,1
295077684,295077914,1
295077703,295077703,0
295077703,295077703,0
295077766,295078271,0
295077766,295078271,0
295077766,295077767,1
295077767,295077914,1
295077767,617477485,0
295077767,617477485,1
295077777,617477561,0
295077777,617477587,0
295077777,295078688,1
295077777,295078688,0
295077803,295077825,0
295077803,295077825,0
295077803,295077838,0
295077825,617477485,0
295077825,295077837,0
295077837,295077838,0
295077886,617477485,0
295077886,617477489,0
295077898,617477491,0
295077914,617477489,0
295078271,295078413,1
295078407,295078527,1
295078407,295078433,0
295078407,295078528,1
295078407,295078528,0
295078413,295078528,0
295078413,295078527,0
295078413,295078527,0
295078433,295078530,1
295078433,295078530,0
295078527,295078528,1
295078530,617477565,0
295078530,295078688,0
295078610,617477587,0
295078610,617477557,0
295078610,295079766,0
295078610,295079723,0
295078688,617477563,0
295078780,617477563,0
295078780,617477563,0
295078791,617477565,0
295078791,295079004,0
295078791,295079369,0
295078791,295079369,0
295079004,295079580,1
295079004,295079580,1
295079004,295079580,0
295079369,295079580,0
295079369,617477561,1
295079596,295079723,1
295079596,4667313107,0
295079723,4667313106,0
295079766,295079879,0
295079766,295079879,0
295079766,295079806,1
295079806,295079879,1
295079809,295079986,0
295079809,295079986,0
295079809,295079883,0
295079809,295079879,1
295079883,617477587,0
295079883,295079967,0
295079883,295079967,0
295079967,295079967,0
295079967,295079967,0
295079986,295080020,0
295080020,295080034,1
295080020,295080034,1
295080020,295080034,1
295080034,295080232,0
295080162,295080219,1
295080162,295080219,0
295080162,295080232,1
295801352,623509905,1
295801352,295801354,1
295801352,295801354,0
295801352,620815773,0
295801355,295801380,0
295801355,623509905,0
295801355,295801379,0
295801355,295801379,0
295801380,295801381,0
295801380,295801381,0
295801380,617477501,1
295801382,617477501,0
295801382,617477501,0
295801396,297625927,0
295801396,295801400,1
295801396,4502527431,0
295801396,4502527431,0
295801400,4502527430,1
295801400,4502527430,0
295801400,297625973,0
295801402,623324616,0
295801402,617477432,0
295801402,295801544,0
295801415,295801422,0
295801415,295801422,0
295801415,617477469,0
295801415,623324616,1
295801422,623324612,0
295801422,617477465,0
295801427,295801430,0
295801427,295801428,0
295801427,295801428,1
295801427,295801441,0
295801428,295801429,0
295801428,617477502,0
295801429,295801430,0
295801429,295801455,1
295801429,295801455,0
295801430,295801431,0
295801430,295801431,0
295801431,295801438,0
295801431,295801438,1
295801438,295801439,1
295801438,295801439,0
295801439,295801440,0
295801439,617477453,0
295801440,295801441,0
295801440,295801441,1
295801440,617477453,0
295801441,617477465,0
295801455,617477459,0
295801455,617477417,0
295801458,617477542,0
295801458,617477417,0
295801492,295801499,0
295801492,295801499,0
295801492,295801499,0
295801492,295801503,0
295801499,617477415,0
295801503,617477542,0
295801503,617477542,0
295801503,617477415,0
295801526,295801535,1
295801526,295801535,0
295801526,617477463,1
295801526,617477460,0
295801527,617477502,1
295801527,617477465,1
295801527,295801533,0
295801527,295801533,1
295801533,295801534,0
295801533,295801537,0
295801534,295801535,0
295801534,295801537,0
295801534,295801537,1
295801535,617477502,0
295801537,623324612,1
295801539,1260395764,1
295801539,1260395764,0
295801539,295801593,1
295801539,295801593,1
295801539,617477436,0
295801539,617477433,1
295801544,617477436,1
295801544,295801558,0
295801544,295801558,1
295801546,295801558,0
295801546,617477427,0
295801546,617477427,0
295801546,617477428,0
295801550,617477424,0
295801550,295801580,1
295801550,295801552,0
295801550,295801552,1
295801552,617477425,0
295801552,295801554,0
295801554,617477426,1
295801554,11605816215,0
295801554,11605816215,1
295801558,617477443,0
295801561,617477430,0
295801561,295801599,1
295801561,617477428,0
295801561,617477428,0
295801578,4937016319,0
295801578,295801579,0
295801578,295801579,0
295801578,617477425,0
295801579,295801583,1
295801579,617477424,1
295801580,617477423,0
295801580,295801599,1
295801580,295801599,1
295801583,295801584,1
295801583,295801584,0
295801583,617477423,0
295801584,295801618,0
295801584,617477431,0
295801587,617477428,0
295801587,617477428,0
295801587,297622193,0
295801587,297622195,0
295801588,295801592,0
295801588,5349628393,0
295801588,5349628393,0
295801592,621016935,1
295801592,621016935,1
295801592,621016936,0
295801593,617477443,0
295801593,621016935,1
295801599,617477431,1
295801601,4937016319,1
295801601,617477426,1
295801601,617477426,0
295801601,4937016320,1
295801618,621016936,0
295801618,617477430,1
295801618,4937016320,0
295801622,295801632,0
295801622,295801632,1
295801624,598419216,1
295801624,295801682,1
295801624,295801659,0
295801624,295801659,1
295801630,295801642,0
295801630,295801642,0
295801631,295801632,0
295801631,295801753,0
295801631,295801753,0
295801631,295801753,1
295801632,4660551087,0
295801642,295801753,0
295801642,4660551084,1
295801646,295801650,1
295801646,4660551080,0
295801646,4660551080,0
295801646,621013491,0
295801648,621013491,0
295801648,621013491,1
295801648,4660551083,0
295801648,295801657,1
295801650,295801657,0
295801650,295801657,0
295801650,295801657,1
295801659,621013491,1
295801659,621014056,0
295801681,4660551087,0
295801681,621014056,1
295801681,4660551083,0
295801681,4660551083,1
295801682,4503806268,0
295801682,621014056,1
295801683,295801684,0
295801683,295801700,0
295801683,4503806268,0
295801683,4503806268,0
295801684,295801749,0
295801684,295801749,1
295801684,295801704,0
295801700,4503806267,0
295801700,4503806267,0
295801700,295801720,0
295801704,295801745,0
295801704,295801745,0
295801704,295801720,0
295801720,295801734,1
295801720,295801734,0
295801721,295801749,0
295801721,295801751,0
295801721,295801751,0
295801721,295801725,0
295801725,295801745,0
295801725,295801733,1
295801725,295801733,0
295801733,295801751,0
295801733,295801751,0
295801734,295801734,0
295801745,295801749,0
297622192,620814333,0
297622192,620814333,0
297622193,620814333,1
297622193,297622194,0
297622193,297622194,0
297622195,4667440699,0
297622195,4667440699,1
297622249,297622250,0
297622249,297622250,1
297622249,297622251,1
297622249,623509919,0
297622251,297622253,0
297622251,297622253,0
297622251,623509936,1
297622262,297622339,0
297622262,623509936,1
297622262,297622266,0
297622262,297622266,1
297622268,297622428,0
297622268,297622338,0
297622268,297622338,1
297622268,297622338,1
297622338,297622339,0
297622339,297622340,0
297622339,297622340,0
297622340,297622340,0
297622385,297622436,0
297622385,297622428,0
297622385,297622386,0
297622385,297622386,0
297622386,297622386,0
297622428,297622436,0
297622428,297622436,0
297622436,620814341,1
297622537,620814341,0
297622537,620814341,0
297622542,623509948,1
297622542,620814341,0
297622542,620814341,0
297622542,620814341,0
297622542,297622543,1
297622542,297622543,0
297622544,297622567,1
297622544,623509948,0
297622544,623509948,0
297622544,623509949,0
297622544,4936985360,0
297622544,4936985360,0
297622545,623509949,0
297622545,623509949,0
297622567,297623067,1
297622567,297622949,0
297622567,297622949,0
297622949,297622951,1
297622949,297622951,1
297622951,297623094,0
297622951,297623094,1
297622966,297623226,0
297622966,297623056,0
297622966,297623056,0
297622966,620809764,1
297622975,297623053,1
297622975,297623053,0
297622975,297623053,1
297622975,297623056,0
297623053,297623054,0
297623054,297623056,0
297623054,297623080,0
297623054,297623080,1
297623067,297623079,1
297623067,297623079,1
297623067,297623226,1
297623079,297623087,0
297623079,297623080,1
297623080,297623087,0
297623087,297623096,1
297623087,297623096,0
297623094,297623096,0
297623094,297623096,0
297623226,297623281,0
297623226,297623281,0
297623294,620809764,0
297623294,620809764,0
297623295,623509955,0
297623295,623509955,0
297623438,297623764,0
297623438,297623764,0
297623438,297623579,0
297623438,297623783,1
297623512,297623512,0
297623512,297623627,0
297623512,297623627,0
297623530,297623576,0
297623530,297623535,1
297623530,297623592,0
297623530,297623592,0
297623535,297623582,0
297623535,297623624,0
297623535,297623624,1
297623576,297623577,0
297623576,297623577,0
297623576,297623592,0
297623577,11263439608,0
297623577,11263439608,1
297623577,3405474038,0
297623577,297623582,1
297623579,297623653,0
297623579,297623756,0
297623579,297623740,0
297623580,297623653,0
297623580,297623623,0
297623580,297623734,0
297623580,620809846,0
297623582,620809846,0
297623582,297623620,0
297623592,297623627,0
297623620,297623653,0
297623620,297623653,1
297623620,620809846,0
297623623,297623624,1
297623623,297623624,1
297623623,620809846,1
297623624,623509972,1
297623624,623509972,1
297623627,3405474038,0
297623668,297623740,0
297623668,297623688,0
297623668,297623756,0
297623668,297623756,1
297623688,620809817,0
297623688,620809817,0
297623688,620809817,0
297623721,623509971,0
297623721,297623733,0
297623721,297623733,0
297623721,297623733,0
297623733,297623734,0
297623734,297623740,0
297623734,297623740,0
297623735,297624052,0
297623735,12107087535,0
297623735,297623819,0
297623735,297623748,0
297623739,950760817,0
297623739,297623804,1
297623739,297623783,0
297623739,297623783,0
297623748,297623804,0
297623748,297623772,0
297623748,297623772,1
297623756,297623772,0
297623764,297623764,0
297623772,297623783,0
297623788,620809745,1
297623788,297623805,0
297623788,297623804,0
297623788,297623804,0
297623805,297623806,1
297623805,297623806,0
297623805,620809745,0
297623806,623324627,0
297623806,620809745,1
297623819,297623824,1
297623819,297623824,0
297623819,297623824,0
297623824,623324627,1
297623827,620809759,1
297623827,620809759,0
297623828,620809759,0
297623828,620809843,0
297623828,950760817,0
297623828,950760817,0
297623875,297623910,0
297623875,620809992,0
297623875,620809992,0
297623875,4503806492,1
297623876,620810053,1
297623876,620809983,0
297623876,297623919,0
297623876,297623936,1
297623910,4503806282,0
297623910,4503806282,0
297623910,620810066,0
297623919,3409336043,0
297623936,5387418805,1
297623936,620809966,0
297623936,620809966,0
297623951,297624033,0
297623951,3409334651,0
297623951,297624023,0
297623951,297624023,1
297624032,623509969,0
297624032,3409334651,0
297624032,3409334651,1
297624032,297624033,0
297624033,3409334639,0
297624033,3409334639,1
297624036,297625527,1
297624036,297625527,0
297624052,297624054,0
297624052,297624054,1
297624054,297624054,0
297625485,297625527,1
297625485,297625527,0
297625580,297625607,0
297625580,297625648,0
297625580,297625648,1
297625607,297625611,0
297625607,297625611,0
297625607,297625611,0
297625611,297625625,1
297625620,297625625,1
297625620,297625625,1
297625620,297625625,0
297625641,950760884,0
297625648,297625649,0
297625648,297625649,0
297625648,297625697,0
297625648,297625697,1
297625650,3443016828,0
297625650,297625667,0
297625650,623609155,0
297625650,623609155,1
297625666,297625762,0
297625666,297625695,1
297625666,3443016828,0
297625666,3443016828,0
297625667,297625762,0
297625667,297625697,0
297625667,297625697,1
297625695,297625762,0
297625695,297625697,0
297625695,297625697,0
297625762,3443016828,0
297625927,5349628393,0
297625927,4667440697,0
297625927,4667440697,0
297625927,8892951038,0
297625927,8892951038,1
297625973,297626031,0
297625973,297626031,0
297625973,297625994,0
297625988,297625993,0
297625988,297625993,0
297625988,297626045,1
297625988,297626031,0
297625993,297625994,0
297625993,621015646,0
297625994,617477413,0
297625994,617477413,0
297626031,297626045,0
297626045,297626046,0
297626045,297626046,0
297626046,297626046,1
297626046,297626046,0
297626123,297626124,0
297626123,297626124,0
297626123,297626124,1
297626123,297626124,0
297626123,617477422,0
297626123,617477422,0
297626230,617477414,0
297626230,369552025,0
297626247,369552071,0
297626295,4667313100,1
297626295,4667313103,0
297626295,369551878,0
297626295,369551878,0
297626314,595748577,0
297626314,595748577,0
297626314,4667313103,0
297627054,617477413,0
297627054,617477413,0
297627055,621015646,0
305092037,305092271,0
305092037,305092271,0
305092037,10916608845,0
305092037,8892226337,0
305092038,305092211,0
305092038,305092054,0
305092038,305092054,0
305092054,632183115,0
305092054,305092271,0
305092055,10916608844,1
305092055,595748562,0
305092055,595748562,1
305092055,8891358329,1
305092056,305092058,0
305092056,305092058,0
305092056,632181708,0
305092056,632181708,0
305092057,305092058,0
305092057,632181708,1
305092057,632181708,1
305092057,632183115,0
305092058,632183115,1
305092059,305092108,0
305092059,632183115,1
305092059,305092270,0
305092059,305092270,0
305092108,305092109,1
305092108,305092109,1
305092108,305092206,1
305092109,10916608844,1
